label=GoogleLES build_tabular end-to-end
samples=13373 sample_rate=0.05
format=flat sortedby=count mincount=5

   Count  Overhead File                                                                                                                        Line Function
    1376         0 @Base/task.jl                                                                                                               312 _wait(t::Task)
    1408         0 @Base/dict.jl                                                                                                               147 rehash!(h::Dict{Any, Any}, newsz::Int64)
    1408      1408 @Base/indices.jl                                                                                                            217 setindex_shape_check(::Array{Float32, 4}, ::Int64, ::Int64, ::Int64, ::Vararg{Int64})
    1408         0 @Base/multidimensional.jl                                                                                                  1017 macro expansion
    1408         0 @Base/multidimensional.jl                                                                                                  1029 _unsafe_setindex!(::IndexLinear, ::Array{Float32, 4}, ::Array{Float32, 4}, ::UnitRange{Int64}, ::UnitRange{Int64}, ::UnitRange{Int64}, ::Un…
    1408         0 @Base/multidimensional.jl                                                                                                  1008 _setindex!
    1408         0 @Base/abstractarray.jl                                                                                                     1443 setindex!
    1408         0 @Zarr/src/ZArray.jl                                                                                                         291 uncompress_to_output!(aout::Array{Float32, 4}, output_base_offsets::NTuple{4, Int64}, z::Zarr.ZArray{Float32, 4, Zarr.BloscCompressor, Zarr…
    1416         0 @Base/channels.jl                                                                                                           422 put_buffered(c::Channel{Any}, v::Task)
    1440         0 @Zarr/src/ZGroup.jl                                                                                                          47 zopen_noerr(s::Zarr.GCStore, mode::String; consolidated::Bool, path::SubString{String}, lru::Int64, fill_as_missing::Bool)
    1440         0 @Base/stream.jl                                                                                                            1081 uv_write(s::Sockets.TCPSocket, p::Ptr{UInt8}, n::UInt64)
    1440      1440 @Base/task.jl                                                                                                              1056 schedule
    1440         0 @Base/channels.jl                                                                                                           451 put_unbuffered(c::Channel{Any}, v::Tuple{Base.RefValue{Any}, Tuple{CartesianIndex{4}}})
    1456         0 @HTTP/src/clientlayers/RetryRequest.jl                                                                                       33 (::HTTP.RetryRequest.var"#manageretries#retrylayer##0"{HTTP.RetryRequest.var"#manageretries#1#retrylayer##1"{HTTP.ConnectionRequest.var"#co…
    1472         0 @Base/array.jl                                                                                                              812 _collect
    1472         0 @Base/array.jl                                                                                                              732 collect_similar
    1472         0 @Base/abstractarray.jl                                                                                                     3372 map
    1504         0 @StructUtils/src/StructUtils.jl                                                                                             999 (::StructUtils.ArrayClosure{Vector{Any}, JSON.JSONReadStyle{Dict, Nothing}})(::Int64, v::JSON.LazyValue{String})
    1536      1440 @Zarr/src/metadata.jl                                                                                                       179 Zarr.Metadata(d::Dict{Any, Any}, fill_as_missing::Bool)
